0,3
1,153
0,56
0,52
0,57
1,79
0,95
1,96
0,44
0,38
1,141
0,118
0,52
1,117
0,93
1,183
0,110
0,97
1,95
3,80
0,30
2,90
1,149
0,119
0,39
7,89
2,20
6,61
5,59
2,56
0,110
1,183
2,147
1,26
0,87
1,60
0,86
0,66
2,75
1,82
1,33
0,99
0,54
0,69
2,112
0,32
1,108
0,34
0,94
1,45
1,115
1,29
0,66
4,69
6,133
0,68
0,71
0,43
3,67
0,35
5,98
3,89
1,137
1,88
2,148
0,48
0,100
0,58
0,59
4,97
7,75
0,53
0,92
0,34
0,86
1,114
6,120
1,99
0,79
3,50
2,109
2,47
0,61
3,52
4,92
3,45
3,97
1,80
0,48
0,56
1,72
1,59
6,111
3,112
5,136
2,123
0,80
0,110
1,41
0,61
1,51
1,110
1,35
0,49
0,64
1,72
0,10
0,94
1,80
3,45
0,63
0,80
1,145
0,30
0,46
0,60
1,35
1,72
0,68
5,111
0,30
5,33
0,56
5,151
3,55
3,43
0,9
0,126
1,91
0,80
4,88
0,62
0,73
1,74
2,160
2,54
0,31
1,50
0,64
0,54
0,28
0,27
1,134
1,106
1,69
1,61
3,188
3,119
0,113
1,67
0,98
1,35
0,3
1,153
0,56
0,52
0,57
1,79
0,95
1,96
0,44
0,38
1,141
0,118
0,52
1,117
0,93
1,183
0,110
0,97
1,95
3,80
0,30
2,90
1,149
0,119
0,39
7,89
2,20
6,61
5,59
2,56
0,110
1,183
2,147
1,26
0,87
1,60
0,86
0,66
2,75
1,82
1,33
0,99
0,54
0,69
2,112
0,32
1,108
0,34
0,94
1,45
1,115
1,29
0,66
4,69
7,133
0,68
0,71
0,43
3,67
0,35
5,98
4,89
1,137
1,88
2,148
0,48
0,100
0,58
0,59
4,97
7,75
0,53
0,92
0,34
0,86
1,114
7,120
1,99
0,79
3,50
2,109
2,47
0,61
3,52
4,92
3,45
3,97
1,80
0,48
0,56
1,72
1,59
6,111
3,112
5,136
2,123
0,80
0,110
1,41
0,61
1,51
1,110
1,35
0,49
0,64
1,72
0,10
0,94
1,80
3,45
0,63
0,80
1,145
0,30
0,46
0,60
1,35
1,72
0,68
5,111
0,30
5,33
0,56
5,151
3,55
3,43
0,9
0,126
1,91
0,80
4,88
0,62
0,73
1,74
2,160
2,54
0,31
1,50
0,64
0,54
0,28
0,27
1,134
1,106
1,69
1,61
3,188
3,119
0,113
1,67
0,98
1,35
0,3
1,153
0,56
0,52
0,57
1,79
0,95
1,96
0,44
0,38
1,141
0,118
0,52
1,117
0,93
1,183
0,110
0,97
1,95
3,80
0,30
2,90
1,149
0,119
0,39
7,89
2,20
6,61
5,59
2,56
0,110
1,183
2,147
1,26
0,87
1,60
0,86
0,66
2,75
1,82
1,33
0,99
0,54
0,69
2,112
0,32
1,108
0,34
0,94
1,45
1,115
1,29
0,66
4,69
7,133
0,68
0,71
0,43
3,67
0,35
5,98
4,89
1,137
1,88
2,148
0,48
0,100
0,58
0,59
4,97
7,75
0,53
0,92
0,34
0,86
1,114
7,120
1,99
0,79
3,50
2,109
2,47
0,61
3,52
4,92
3,45
3,97
1,80
0,48
0,56
1,72
1,59
6,111
3,112
5,136
2,123
0,80
0,110
1,41
0,61
1,51
1,110
1,35
0,49
0,64
1,72
0,10
0,94
1,80
3,45
0,63
0,80
1,145
0,30
0,46
0,60
1,35
1,72
0,68
5,111
0,30
5,33
0,56
5,151
3,55
3,43
0,9
0,126
1,91
0,80
4,88
0,62
0,73
1,74
2,160
2,54
0,31
1,50
0,64
0,54
0,28
0,27
1,134
1,106
1,69
1,61
3,188
3,119
0,113
1,67
0,98
1,35
0,3
1,153
0,56
0,52
0,57
1,79
0,95
1,96
0,44
0,38
1,141
0,118
0,52
1,117
0,93
1,183
0,110
0,97
1,95
3,80
0,30
2,90
1,149
0,119
0,39
7,89
2,20
6,61
5,59
2,56
0,110
1,183
2,147
1,26
0,87
1,60
0,86
0,66
2,75
1,82
1,33
0,99
0,54
0,69
2,112
0,32
1,108
0,34
0,94
1,45
1,115
1,29
0,66
4,69
7,133
0,68
0,71
0,43
3,67
0,35
5,98
4,89
1,137
1,88
2,148
0,48
0,100
0,58
0,59
4,97
7,75
0,53
0,92
0,34
0,86
1,114
7,120
1,99
0,79
3,50
2,109
2,47
0,61
3,52
4,92
3,45
3,97
1,80
0,48
0,56
1,72
1,59
6,111
3,112
5,136
2,123
0,80
0,110
1,41
0,61
1,51
1,110
1,35
0,49
0,64
1,72
0,10
0,94
1,80
3,45
0,63
0,80
1,145
0,30
0,46
0,60
1,35
1,72
0,68
5,111
0,30
5,33
0,56
5,151
3,55
3,43
0,9
0,126
1,91
0,80
4,88
0,62
0,73
1,74
2,160
2,54
0,31
1,50
0,64
0,54
0,28
0,27
1,134
1,106
1,69
1,61
3,188
3,119
0,113
1,67
0,98
1,35
