0,3
0,35
8,91
3,79
1,35
1,26
1,36
0,27
0,74
2,68
0,51
0,35
1,117
0,73
5,45
1,97
1,122
3,132
0,77
1,66
4,92
0,56
0,44
0,47
4,114
0,40
0,69
4,69
0,74
4,77
0,15
2,77
4,118
4,73
3,164
3,54
0,33
0,59
2,79
1,63
1,83
0,26
5,98
4,125
6,128
2,41
2,35
1,33
1,75
3,64
0,62
1,37
1,35
1,39
0,50
0,24
0,49
0,31
0,56
0,118
3,53
0,82
2,63
1,72
2,39
4,51
6,30
1,54
0,70
0,60
1,35
0,84
1,111
0,67
1,121
1,71
0,53
5,118
1,109
1,67
2,61
0,73
0,54
0,77
1,64
1,122
1,93
0,50
0,74
0,33
0,105
0,129
0,65
0,73
1,104
0,114
0,69
0,41
1,98
0,54
0,38
0,84
0,93
0,41
0,32
0,9
0,33
0,28
1,70
0,175
2,87
0,29
0,27
1,113
0,41
2,68
0,28
1,52
0,67
0,37
0,112
2,90
3,49
0,18
0,19
0,66
0,11
2,79
3,83
5,39
0,15
1,38
4,64
0,42
3,108
0,27
1,63
6,61
10,150
3,73
3,101
2,148
5,76
1,45
0,63
6,105
5,63
4,73
0,41
7,116
5,95
0,16
4,49
0,28
0,24
4,98
0,85
0,15
0,40
0,46
0,29
0,61
0,106
0,49
0,3
0,35
8,91
3,79
1,35
1,26
1,36
0,27
0,74
2,68
0,51
0,35
1,117
0,73
5,45
1,97
1,122
3,132
0,77
1,66
4,92
0,56
0,44
0,47
4,114
0,40
0,69
4,69
1,74
4,77
0,15
2,77
4,118
4,73
3,164
3,54
0,33
0,59
2,79
1,63
1,83
0,26
5,98
4,125
6,128
2,41
2,35
1,33
1,75
3,64
0,62
1,37
1,35
1,39
0,50
0,24
0,49
0,31
0,56
0,118
3,53
0,82
2,63
1,72
2,39
4,51
6,30
1,54
0,70
0,60
1,35
0,84
1,111
0,67
1,121
1,71
0,53
5,118
1,109
1,67
2,61
0,73
0,54
0,77
1,64
1,122
1,93
0,50
0,74
0,33
0,105
0,129
0,65
0,73
1,104
0,114
0,69
0,41
1,98
0,54
0,38
0,84
0,93
0,41
0,32
0,9
0,33
0,28
1,70
0,175
2,87
0,29
0,27
1,113
0,41
2,68
0,28
1,52
0,67
0,37
0,112
2,90
3,49
0,18
0,19
0,66
0,11
2,79
3,83
5,39
0,15
1,38
5,64
0,42
3,108
0,27
1,63
6,61
10,150
3,73
3,101
2,148
5,76
1,45
0,63
6,105
5,63
4,73
0,41
11,116
5,95
0,16
4,49
0,28
0,24
4,98
0,85
0,15
0,40
0,46
0,29
0,61
0,106
0,49
0,3
0,35
8,91
3,79
1,35
1,26
1,36
0,27
0,74
2,68
0,51
0,35
1,117
0,73
5,45
1,97
1,122
3,132
0,77
1,66
4,92
0,56
0,44
0,47
4,114
0,40
0,69
4,69
1,74
4,77
0,15
2,77
4,118
4,73
3,164
3,54
0,33
0,59
2,79
1,63
1,83
0,26
5,98
4,125
6,128
2,41
2,35
1,33
1,75
3,64
0,62
1,37
1,35
1,39
0,50
0,24
0,49
0,31
0,56
0,118
3,53
0,82
2,63
1,72
2,39
4,51
6,30
1,54
0,70
0,60
1,35
0,84
1,111
0,67
1,121
1,71
0,53
5,118
1,109
1,67
2,61
0,73
0,54
0,77
1,64
1,122
1,93
0,50
0,74
0,33
0,105
0,129
0,65
0,73
1,104
0,114
0,69
0,41
1,98
0,54
0,38
0,84
0,93
0,41
0,32
0,9
0,33
0,28
1,70
0,175
2,87
0,29
0,27
1,113
0,41
2,68
0,28
1,52
0,67
0,37
0,112
2,90
3,49
0,18
0,19
0,66
0,11
2,79
3,83
5,39
0,15
1,38
5,64
0,42
3,108
0,27
1,63
6,61
10,150
3,73
3,101
2,148
5,76
1,45
0,63
6,105
5,63
4,73
0,41
11,116
5,95
0,16
4,49
0,28
0,24
4,98
0,85
0,15
0,40
0,46
0,29
0,61
0,106
0,49
0,3
0,35
8,91
3,79
1,35
1,26
1,36
0,27
0,74
2,68
0,51
0,35
1,117
0,73
5,45
1,97
1,122
3,132
0,77
1,66
4,92
0,56
0,44
0,47
4,114
0,40
0,69
4,69
1,74
4,77
0,15
2,77
4,118
4,73
3,164
3,54
0,33
0,59
2,79
1,63
1,83
0,26
5,98
4,125
6,128
2,41
2,35
1,33
1,75
3,64
0,62
1,37
1,35
1,39
0,50
0,24
0,49
0,31
0,56
0,118
3,53
0,82
2,63
1,72
2,39
4,51
6,30
1,54
0,70
0,60
1,35
0,84
1,111
0,67
1,121
1,71
0,53
5,118
1,109
1,67
2,61
0,73
0,54
0,77
1,64
1,122
1,93
0,50
0,74
0,33
0,105
0,129
0,65
0,73
1,104
0,114
0,69
0,41
1,98
0,54
0,38
0,84
0,93
0,41
0,32
0,9
0,33
0,28
1,70
0,175
2,87
0,29
0,27
1,113
0,41
2,68
0,28
1,52
0,67
0,37
0,112
2,90
3,49
0,18
0,19
0,66
0,11
2,79
3,83
5,39
0,15
1,38
5,64
0,42
3,108
0,27
1,63
6,61
10,150
3,73
3,101
2,148
5,76
1,45
0,63
6,105
5,63
4,73
0,41
11,116
5,95
0,16
4,49
0,28
0,24
4,98
0,85
0,15
0,40
0,46
0,29
0,61
0,106
0,49
