0,3
1,51
1,45
1,84
0,82
1,80
0,44
1,49
0,97
3,126
0,48
0,69
2,151
0,94
1,104
2,62
0,34
0,30
0,48
0,75
1,82
0,94
0,29
0,18
2,125
0,60
0,74
2,52
2,120
0,66
0,45
0,77
4,147
2,89
4,120
2,52
1,35
3,51
0,83
1,101
3,103
6,118
0,65
3,60
1,97
1,84
0,71
1,43
0,80
0,38
0,37
0,46
0,44
3,54
2,47
4,100
0,50
2,36
0,26
3,61
1,42
0,61
4,84
0,12
2,62
2,54
0,16
3,156
2,83
3,71
2,67
0,70
0,75
0,113
0,81
1,59
1,95
0,58
1,168
0,109
0,118
0,22
0,52
0,83
1,94
0,59
1,77
2,96
2,123
0,150
1,101
0,114
0,19
5,248
0,110
0,61
1,73
0,50
2,68
2,37
0,128
0,75
1,96
1,51
0,89
3,109
1,73
1,126
0,68
0,87
1,101
0,29
2,28
4,125
0,61
0,31
0,44
0,62
1,64
2,30
1,73
1,51
0,36
3,122
1,86
2,161
2,63
0,33
1,107
2,33
0,44
0,43
0,39
1,100
0,21
1,120
1,95
0,121
0,62
0,81
2,78
0,19
1,36
0,22
0,45
0,96
